ranker,player,nationality,position,team,comp_level,age,birth_year,games,games_starts,minutes,minutes_90s,goals,assists,goals_assists,goals_pens,pens_made,pens_att,cards_yellow,cards_red,xg,npxg,xg_assist,npxg_xg_assist,progressive_carries,progressive_passes,progressive_passes_received,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg_per90,xg_assist_per90,xg_xg_assist_per90,npxg_per90,npxg_xg_assist_per90,matches
47,Nayef Aguerd,ma MAR,DF,Real Sociedad,es La Liga,28,1996,21,21,"1,760",19.6,0,0,0,0,0,0,5,0,2.4,2.4,0.1,2.5,26,75,1,0.00,0.00,0.00,0.00,0.00,0.12,0.01,0.13,0.12,0.13,Matches
48,Ruben Aguilar,fr FRA,"DF,MF",Lens,fr Ligue 1,31,1993,16,13,"1,124",12.5,1,2,3,1,0,0,4,0,0.8,0.8,1.9,2.7,32,74,101,0.08,0.16,0.24,0.08,0.24,0.06,0.15,0.21,0.06,0.21,Matches
49,Naouirou Ahamada,fr FRA,"MF,FW",Rennes,fr Ligue 1,22,2002,3,0,58,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,1,1,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03,Matches
50,Honest Ahanor,it ITA,"DF,MF",Genoa,it Serie A,16,2008,6,3,270,3.0,0,0,0,0,0,0,0,0,0.5,0.5,0.1,0.6,3,3,7,0.00,0.00,0.00,0.00,0.00,0.17,0.04,0.21,0.17,0.21,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
51,Erik Ahlstrand,se SWE,"FW,MF",St. Pauli,de Bundesliga,22,2001,5,0,43,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
52,Jean-Eudes Aholou,ci CIV,MF,Angers,fr Ligue 1,30,1994,26,26,"1,959",21.8,2,0,2,2,0,0,7,0,1.8,1.8,1.0,2.8,15,68,16,0.09,0.00,0.09,0.09,0.09,0.08,0.05,0.13,0.08,0.13,Matches
53,Joseph Aidoo,gh GHA,DF,Valladolid,es La Liga,28,1995,8,6,583,6.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,14,0,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,Matches
54,Joseph Aidoo,gh GHA,DF,Celta Vigo,es La Liga,28,1995,1,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
55,Ayman Aiki,fr FRA,"FW,MF",Saint-Étienne,fr Ligue 1,19,2005,5,1,127,1.4,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,4,5,8,0.00,0.00,0.00,0.00,0.00,0.07,0.02,0.09,0.07,0.09,Matches
56,Ola Aina,ng NGA,DF,Nott'ham Forest,eng Premier League,27,1996,35,35,"2,995",33.3,2,1,3,2,0,0,5,0,0.6,0.6,1.4,2.1,67,107,67,0.06,0.03,0.09,0.06,0.09,0.02,0.04,0.06,0.02,0.06,Matches
57,Rayan Aït-Nouri,dz ALG,DF,Wolves,eng Premier League,23,2001,37,37,"3,109",34.5,4,7,11,4,0,0,7,1,2.7,2.7,5.5,8.2,89,108,176,0.12,0.20,0.32,0.12,0.32,0.08,0.16,0.24,0.08,0.24,Matches
58,Junior Ajayi,ci CIV,FW,Hellas Verona,it Serie A,19,2004,2,0,13,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
59,Kristoffer Ajer,no NOR,DF,Brentford,eng Premier League,26,1998,24,17,"1,438",16.0,0,0,0,0,0,0,5,0,1.0,1.0,1.2,2.2,27,56,44,0.00,0.00,0.00,0.00,0.00,0.06,0.08,0.14,0.06,0.14,Matches
60,Ludovic Ajorque,fr FRA,FW,Brest,fr Ligue 1,30,1994,31,29,"2,495",27.7,13,2,15,13,0,1,5,0,10.4,9.6,3.1,12.7,10,41,124,0.47,0.07,0.54,0.47,0.54,0.38,0.11,0.49,0.35,0.46,Matches
61,Manuel Akanji,ch SUI,DF,Manchester City,eng Premier League,29,1995,26,23,"2,014",22.4,0,0,0,0,0,0,3,0,1.6,1.6,0.4,1.9,46,158,7,0.00,0.00,0.00,0.00,0.00,0.07,0.02,0.09,0.07,0.09,Matches
62,Ümit Akdag,ro ROU,DF,Toulouse,fr Ligue 1,20,2003,9,6,500,5.6,0,0,0,0,0,0,2,0,0.1,0.1,0.1,0.1,4,29,9,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.03,0.01,0.03,Matches
63,Nathan Aké,nl NED,DF,Manchester City,eng Premier League,29,1995,10,8,678,7.5,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,12,50,2,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03,Matches
64,Ilias Akhomach,ma MAR,"MF,FW",Villarreal,es La Liga,20,2004,11,7,584,6.5,1,0,1,1,0,0,1,0,0.6,0.6,1.0,1.6,30,12,64,0.15,0.00,0.15,0.15,0.15,0.09,0.15,0.23,0.09,0.23,Matches
65,Sergio Akieme,es ESP,DF,Reims,fr Ligue 1,26,1997,30,29,"2,523",28.0,2,3,5,2,0,0,5,0,1.5,1.5,2.5,4.0,55,86,97,0.07,0.11,0.18,0.07,0.18,0.05,0.09,0.14,0.05,0.14,Matches
66,Maghnes Akliouche,fr FRA,"FW,MF",Monaco,fr Ligue 1,22,2002,32,27,"2,406",26.7,5,10,15,4,1,1,2,0,9.2,8.4,7.3,15.7,127,173,226,0.19,0.37,0.56,0.15,0.52,0.35,0.27,0.62,0.32,0.59,Matches
67,Paul Akouokou,ci CIV,MF,Lyon,fr Ligue 1,26,1997,2,0,19,0.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
68,Clément Akpa,ci CIV,DF,Auxerre,fr Ligue 1,22,2001,31,29,"2,486",27.6,0,1,1,0,0,0,7,0,0.3,0.3,0.9,1.2,27,74,24,0.00,0.04,0.04,0.00,0.04,0.01,0.03,0.04,0.01,0.04,Matches
69,Jean-Daniel Akpa-Akpro,ci CIV,MF,Monza,it Serie A,31,1992,14,12,966,10.7,0,0,0,0,0,0,4,0,0.3,0.3,0.2,0.6,21,19,22,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.05,0.03,0.05,Matches
70,David Akpan Ankeye,ng NGA,"FW,MF",Genoa,it Serie A,22,2002,4,0,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
71,Kevin Akpoguma,ng NGA,DF,Hoffenheim,de Bundesliga,29,1995,32,23,"2,220",24.7,0,0,0,0,0,0,3,0,0.1,0.1,0.3,0.4,14,98,16,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.00,0.02,Matches
72,Chuba Akpom,eng ENG,FW,Lille,fr Ligue 1,28,1995,14,6,639,7.1,3,1,4,2,1,2,0,0,5.0,3.4,0.5,3.9,6,7,38,0.42,0.14,0.56,0.28,0.42,0.70,0.08,0.78,0.48,0.56,Matches
73,David Alaba,at AUT,DF,Real Madrid,es La Liga,32,1992,7,4,317,3.5,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,2,7,4,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.02,Matches
74,Ibrahim Alani,ng NGA,MF,Valladolid,es La Liga,18,2006,3,1,160,1.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,5,1,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,Matches
75,Andreas Albers,dk DEN,FW,St. Pauli,de Bundesliga,34,1990,14,0,62,0.7,1,0,1,1,0,0,0,0,0.6,0.6,0.1,0.7,1,3,6,1.45,0.00,1.45,1.45,1.45,0.90,0.14,1.04,0.90,1.04,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
76,Raúl Albiol,es ESP,DF,Villarreal,es La Liga,38,1985,15,14,"1,188",13.2,0,0,0,0,0,0,5,0,0.1,0.1,0.0,0.1,3,34,0,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,Matches
77,Carlos Alcaraz,ar ARG,MF,Southampton,eng Premier League,21,2002,1,0,10,0.1,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,4,6,1,0.00,0.00,0.00,0.00,0.00,0.62,0.86,1.48,0.62,1.48,Matches
78,Carlos Alcaraz,ar ARG,"FW,MF",Everton,eng Premier League,21,2002,15,7,764,8.5,2,3,5,2,0,0,4,0,1.7,1.7,1.6,3.4,19,42,21,0.24,0.35,0.59,0.24,0.59,0.20,0.19,0.40,0.20,0.40,Matches
79,Omar Alderete,py PAR,DF,Getafe,es La Liga,27,1996,34,34,"2,971",33.0,1,0,1,1,0,0,8,0,1.7,1.7,0.9,2.6,25,112,7,0.03,0.00,0.03,0.03,0.03,0.05,0.03,0.08,0.05,0.08,Matches
80,Carles Aleñá,es ESP,"MF,FW",Getafe,es La Liga,26,1998,10,5,452,5.0,0,0,0,0,0,0,1,0,0.9,0.9,0.1,1.0,3,12,10,0.00,0.00,0.00,0.00,0.00,0.18,0.02,0.20,0.18,0.20,Matches
81,Carles Aleñá,es ESP,"MF,FW",Alavés,es La Liga,26,1998,14,13,"1,090",12.1,0,2,2,0,0,0,1,0,0.7,0.7,1.3,2.0,18,58,43,0.00,0.17,0.17,0.00,0.17,0.06,0.11,0.17,0.06,0.17,Matches
82,Ben Alexander Voll,de GER,GK,St. Pauli,de Bundesliga,23,2000,2,1,91,1.0,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.10,0.00,0.10,Matches
83,Trent Alexander-Arnold,eng ENG,DF,Liverpool,eng Premier League,25,1998,33,28,"2,365",26.3,3,6,9,3,0,0,5,0,1.9,1.9,7.3,9.2,51,232,94,0.11,0.23,0.34,0.11,0.34,0.07,0.28,0.35,0.07,0.35,Matches
84,Alfon,es ESP,"FW,MF",Celta Vigo,es La Liga,25,1999,26,14,"1,371",15.2,5,2,7,5,0,0,1,1,4.6,4.6,2.6,7.2,89,22,170,0.33,0.13,0.46,0.33,0.46,0.30,0.17,0.47,0.30,0.47,Matches
85,Mohamed Ali Cho,fr FRA,"FW,MF",Nice,fr Ligue 1,20,2004,27,21,"1,621",18.0,3,4,7,3,0,0,2,0,4.0,4.0,4.0,7.9,81,59,133,0.17,0.22,0.39,0.17,0.39,0.22,0.22,0.44,0.22,0.44,Matches
86,Faride Alidou,de GER,"FW,MF",Hellas Verona,it Serie A,23,2001,3,0,71,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,2,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.03,0.01,0.03,Matches
87,Alisson,br BRA,GK,Liverpool,eng Premier League,31,1992,28,28,"2,508",27.9,0,0,0,0,0,0,0,0,0.0,0.0,0.6,0.6,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.02,Matches
88,Tadeo Allende,ar ARG,FW,Celta Vigo,es La Liga,25,1999,1,0,2,0.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
89,Jim Allevinah,ga GAB,FW,Angers,fr Ligue 1,29,1995,28,23,"1,750",19.4,1,3,4,1,0,0,3,0,4.2,4.2,2.5,6.7,57,48,99,0.05,0.15,0.21,0.05,0.21,0.22,0.13,0.35,0.22,0.35,Matches
90,Dele Alli,eng ENG,MF,Como,it Serie A,28,1996,1,0,9,0.1,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
91,Thiago Almada,ar ARG,"MF,FW",Lyon,fr Ligue 1,23,2001,16,9,951,10.6,1,4,5,1,0,0,3,0,2.0,2.0,2.6,4.6,38,97,50,0.09,0.38,0.47,0.09,0.47,0.19,0.25,0.44,0.19,0.44,Matches
92,Domingos André Ribeiro Almeida,pt POR,"MF,FW",Valencia,es La Liga,24,2000,34,24,"1,977",22.0,0,4,4,0,0,0,2,0,1.2,1.2,3.2,4.4,45,142,77,0.00,0.18,0.18,0.00,0.18,0.05,0.14,0.20,0.05,0.20,Matches
93,Iker Almena,es ESP,"FW,DF",Girona,es La Liga,20,2004,2,0,48,0.5,0,1,1,0,0,0,0,0,0.0,0.0,0.7,0.7,6,2,10,0.00,1.87,1.87,0.00,1.87,0.06,1.27,1.33,0.06,1.33,Matches
94,Miguel Almirón,py PAR,FW,Newcastle Utd,eng Premier League,30,1994,9,1,157,1.7,0,0,0,0,0,0,0,0,0.5,0.5,0.3,0.8,3,6,18,0.00,0.00,0.00,0.00,0.00,0.30,0.15,0.45,0.30,0.45,Matches
95,Pontus Almqvist,se SWE,"FW,MF",Parma,it Serie A,25,1999,29,10,"1,112",12.4,1,1,2,1,0,0,5,0,2.1,2.1,1.3,3.5,42,12,85,0.08,0.08,0.16,0.08,0.16,0.17,0.11,0.28,0.17,0.28,Matches
96,Marcos Alonso,es ESP,DF,Celta Vigo,es La Liga,33,1990,31,29,"2,647",29.4,3,0,3,0,3,3,10,2,4.0,1.6,1.3,2.9,64,215,49,0.10,0.00,0.10,0.00,0.00,0.14,0.04,0.18,0.05,0.10,Matches
97,Giorgio Altare,it ITA,DF,Venezia,it Serie A,25,1998,12,8,753,8.4,0,0,0,0,0,0,2,0,0.2,0.2,0.1,0.3,4,20,5,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.04,0.02,0.04,Matches
98,Adrià Altimira,es ESP,"DF,FW",Leganés,es La Liga,23,2001,22,19,"1,630",18.1,0,0,0,0,0,0,6,0,0.3,0.3,0.5,0.8,23,42,69,0.00,0.00,0.00,0.00,0.00,0.02,0.03,0.04,0.02,0.04,Matches
99,Sergi Altimira,es ESP,MF,Betis,es La Liga,22,2001,32,22,"1,972",21.9,0,1,1,0,0,0,4,0,1.7,1.6,1.7,3.3,25,99,30,0.00,0.05,0.05,0.00,0.05,0.08,0.08,0.16,0.07,0.15,Matches
100,Olabade Aluko,,DF,Leicester City,eng Premier League,,,1,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
101,Edson Álvarez,mx MEX,MF,West Ham,eng Premier League,26,1997,28,20,"1,772",19.7,0,1,1,0,0,0,9,1,0.4,0.4,0.8,1.2,24,85,18,0.00,0.05,0.05,0.00,0.05,0.02,0.04,0.06,0.02,0.06,Matches
102,Hugo Álvarez,es ESP,"MF,DF",Celta Vigo,es La Liga,21,2003,26,16,"1,572",17.5,4,3,7,4,0,0,6,0,2.5,2.5,1.1,3.6,74,60,171,0.23,0.17,0.40,0.23,0.40,0.14,0.07,0.21,0.14,0.21,Matches
103,Julián Álvarez,ar ARG,FW,Atlético Madrid,es La Liga,24,2000,37,30,"2,509",27.9,17,4,21,13,4,4,5,0,14.1,11.0,5.3,16.3,79,92,162,0.61,0.14,0.75,0.47,0.61,0.51,0.19,0.70,0.39,0.59,Matches
104,Yeray Álvarez,es ESP,DF,Athletic Club,es La Liga,29,1995,21,20,"1,781",19.8,1,0,1,1,0,0,4,0,0.5,0.5,0.2,0.7,19,105,0,0.05,0.00,0.05,0.05,0.05,0.02,0.01,0.04,0.02,0.04,Matches
105,Skelly Alvero,fr FRA,MF,Werder Bremen,de Bundesliga,22,2002,12,1,236,2.6,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,8,0,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,Matches
106,Will Alves,eng ENG,FW,Leicester City,eng Premier League,19,2005,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
107,Selim Amallah,ma MAR,MF,Valladolid,es La Liga,27,1996,24,18,"1,376",15.3,3,1,4,2,1,1,6,0,3.5,2.7,1.1,3.8,24,57,27,0.20,0.07,0.26,0.13,0.20,0.23,0.07,0.30,0.18,0.25,Matches
108,Harry Amass,eng ENG,DF,Manchester Utd,eng Premier League,17,2007,5,4,346,3.8,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,9,7,23,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.02,0.02,0.02,Matches
109,Amath,sn SEN,"FW,DF",Valladolid,es La Liga,28,1996,13,5,375,4.2,0,1,1,0,0,0,1,0,0.4,0.4,0.5,0.9,10,12,29,0.00,0.24,0.24,0.00,0.24,0.09,0.13,0.21,0.09,0.21,Matches
110,Jordan Amavi,fr FRA,DF,Brest,fr Ligue 1,30,1994,11,8,790,8.8,0,0,0,0,0,0,2,0,0.3,0.3,0.2,0.4,22,36,21,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.05,0.03,0.05,Matches
111,Aurele Amenda,ch SUI,DF,Eint Frankfurt,de Bundesliga,21,2003,8,1,96,1.1,0,0,0,0,0,0,1,0,0.0,0.0,0.3,0.3,1,2,1,0.00,0.00,0.00,0.00,0.00,0.00,0.23,0.23,0.00,0.23,Matches
112,Kelvin Amian,fr FRA,DF,Nantes,fr Ligue 1,26,1998,30,23,"2,165",24.1,1,0,1,1,0,0,5,0,1.0,1.0,0.8,1.8,32,73,77,0.04,0.00,0.04,0.04,0.04,0.04,0.03,0.08,0.04,0.08,Matches
113,Michael Amir Murillo,pa PAN,DF,Marseille,fr Ligue 1,28,1996,30,27,"2,437",27.1,1,3,4,1,0,0,3,0,1.5,1.5,3.3,4.8,43,140,100,0.04,0.11,0.15,0.04,0.15,0.06,0.12,0.18,0.06,0.18,Matches
114,Nadiem Amiri,de GER,MF,Mainz 05,de Bundesliga,27,1996,30,30,"2,473",27.5,7,5,12,5,2,2,9,2,5.5,3.9,6.6,10.5,50,204,64,0.25,0.18,0.44,0.18,0.36,0.20,0.24,0.44,0.14,0.38,Matches
115,Samuel Amo-Ameyaw,eng ENG,"FW,DF",Southampton,eng Premier League,18,2006,2,0,28,0.3,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,1,0,3,0.00,0.00,0.00,0.00,0.00,0.07,0.22,0.29,0.07,0.29,Matches
116,Samuel Amo-Ameyaw,eng ENG,"DF,MF",Strasbourg,fr Ligue 1,18,2006,9,3,320,3.6,2,0,2,2,0,0,0,0,0.7,0.7,0.6,1.3,11,12,18,0.56,0.00,0.56,0.56,0.56,0.20,0.16,0.35,0.20,0.35,Matches
117,Mathis Amougou,fr FRA,MF,Chelsea,eng Premier League,18,2006,1,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
118,Mathis Amougou,fr FRA,MF,Saint-Étienne,fr Ligue 1,18,2006,17,9,859,9.5,0,0,0,0,0,0,2,0,0.5,0.5,0.4,0.8,8,36,17,0.00,0.00,0.00,0.00,0.00,0.05,0.04,0.09,0.05,0.09,Matches
119,Mohamed Amoura,dz ALG,FW,Wolfsburg,de Bundesliga,24,2000,31,29,"2,467",27.4,10,9,19,8,2,2,6,0,8.7,7.2,4.0,11.2,81,61,244,0.36,0.33,0.69,0.29,0.62,0.32,0.15,0.46,0.26,0.41,Matches
120,Sofyan Amrabat,ma MAR,MF,Fiorentina,it Serie A,27,1996,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,2,14,1,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.03,Matches
121,Joachim Andersen,dk DEN,DF,Crystal Palace,eng Premier League,28,1996,1,1,90,1.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,4,1,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.04,0.04,0.04,Matches
122,Joachim Andersen,dk DEN,DF,Fulham,eng Premier League,28,1996,29,29,"2,583",28.7,0,0,0,0,0,0,6,1,1.0,1.0,0.5,1.5,16,112,2,0.00,0.00,0.00,0.00,0.00,0.04,0.02,0.05,0.04,0.05,Matches
123,Elliot Anderson,eng ENG,MF,Nott'ham Forest,eng Premier League,21,2002,37,33,"2,728",30.3,2,6,8,2,0,0,10,0,2.1,2.1,3.3,5.4,52,143,95,0.07,0.20,0.26,0.07,0.26,0.07,0.11,0.18,0.07,0.18,Matches
124,André,br BRA,MF,Wolves,eng Premier League,23,2001,33,31,"2,472",27.5,0,0,0,0,0,0,7,0,0.4,0.4,0.8,1.3,10,109,11,0.00,0.00,0.00,0.00,0.00,0.02,0.03,0.05,0.02,0.05,Matches
125,Benjamin André,fr FRA,MF,Lille,fr Ligue 1,33,1990,30,30,"2,692",29.9,0,3,3,0,0,0,12,0,1.4,1.4,1.9,3.3,29,209,72,0.00,0.10,0.10,0.00,0.10,0.05,0.06,0.11,0.05,0.11,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
126,Marcos André,br BRA,FW,Valladolid,es La Liga,27,1996,22,14,"1,188",13.2,1,2,3,1,0,0,5,0,2.7,2.7,0.8,3.5,11,16,39,0.08,0.15,0.23,0.08,0.23,0.20,0.06,0.27,0.20,0.27,Matches
127,Robert Andrich,de GER,"MF,DF",Leverkusen,de Bundesliga,29,1994,23,19,"1,598",17.8,2,2,4,2,0,0,7,0,1.3,1.3,0.3,1.6,8,65,17,0.11,0.11,0.23,0.11,0.23,0.07,0.02,0.09,0.07,0.09,Matches
128,Angeliño,es ESP,DF,Roma,it Serie A,27,1997,38,36,"3,177",35.3,2,1,3,2,0,0,1,0,1.4,1.4,3.7,5.1,66,172,172,0.06,0.03,0.08,0.06,0.08,0.04,0.10,0.15,0.04,0.15,Matches
129,Lorenzo Anghelè,it ITA,FW,Juventus,it Serie A,19,2005,1,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
130,Faustino Anjorin,eng ENG,MF,Empoli,it Serie A,22,2001,22,14,"1,114",12.4,2,3,5,2,0,0,3,0,0.9,0.9,1.7,2.5,28,55,35,0.16,0.24,0.40,0.16,0.40,0.07,0.13,0.21,0.07,0.21,Matches
131,Waldemar Anton,de GER,DF,Dortmund,de Bundesliga,28,1996,26,22,"1,949",21.7,2,2,4,2,0,0,4,0,1.7,1.7,0.8,2.5,32,117,28,0.09,0.09,0.18,0.09,0.18,0.08,0.04,0.11,0.08,0.11,Matches
132,Leandro Antonetti,pr PUR,FW,Sevilla,es La Liga,21,2003,2,0,28,0.3,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.2,1,0,3,0.00,0.00,0.00,0.00,0.00,0.45,0.09,0.54,0.45,0.54,Matches
133,Kyllian Antonio,fr FRA,"DF,MF",Lens,fr Ligue 1,16,2008,3,2,139,1.5,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,0,0,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03,Matches
134,Michail Antonio,jm JAM,FW,West Ham,eng Premier League,34,1990,14,11,836,9.3,1,1,2,1,0,0,1,0,2.2,2.2,1.6,3.8,29,18,59,0.11,0.11,0.22,0.11,0.22,0.24,0.17,0.41,0.24,0.41,Matches
135,Antoniu,es ESP,"FW,MF",Espanyol,es La Liga,21,2002,26,13,"1,022",11.4,0,1,1,0,0,0,3,0,0.9,0.9,1.1,1.9,35,28,63,0.00,0.09,0.09,0.00,0.09,0.08,0.10,0.17,0.08,0.17,Matches
136,Antony,br BRA,"DF,MF",Manchester Utd,eng Premier League,24,2000,8,0,141,1.6,0,0,0,0,0,0,0,0,1.0,1.0,0.1,1.1,5,6,7,0.00,0.00,0.00,0.00,0.00,0.65,0.08,0.73,0.65,0.73,Matches
137,Antony,br BRA,FW,Betis,es La Liga,24,2000,17,15,"1,362",15.1,5,2,7,5,0,0,2,1,2.9,2.9,3.5,6.3,94,67,157,0.33,0.13,0.46,0.33,0.46,0.19,0.23,0.42,0.19,0.42,Matches
138,Anuar,ma MAR,"MF,FW",Valladolid,es La Liga,29,1995,26,21,"1,720",19.1,2,0,2,2,0,0,7,0,1.7,1.7,1.2,2.9,24,30,68,0.10,0.00,0.10,0.10,0.10,0.09,0.06,0.15,0.09,0.15,Matches
139,Dennis Appiah,fr FRA,DF,Saint-Étienne,fr Ligue 1,32,1992,29,22,"2,128",23.6,0,1,1,0,0,0,2,0,0.2,0.2,2.1,2.3,51,108,110,0.00,0.04,0.04,0.00,0.04,0.01,0.09,0.10,0.01,0.10,Matches
140,Aritz Arambarri,es ESP,DF,Leganés,es La Liga,26,1998,2,2,177,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,Matches
141,Mauro Arambarri,uy URU,MF,Getafe,es La Liga,28,1995,35,31,"2,661",29.6,10,0,10,7,3,3,10,0,8.2,5.8,0.6,6.5,17,75,55,0.34,0.00,0.34,0.24,0.24,0.28,0.02,0.30,0.20,0.22,Matches
142,Jon Aramburu,ve VEN,DF,Real Sociedad,es La Liga,22,2002,35,28,"2,460",27.3,1,1,2,1,0,0,8,0,0.4,0.4,1.1,1.6,26,97,53,0.04,0.04,0.07,0.04,0.07,0.02,0.04,0.06,0.02,0.06,Matches
143,Julian Araujo,mx MEX,DF,Bournemouth,eng Premier League,22,2001,12,7,497,5.5,0,0,0,0,0,0,2,0,0.0,0.0,0.1,0.1,4,14,22,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Matches
144,Ronald Araújo,uy URU,DF,Barcelona,es La Liga,25,1999,12,11,754,8.4,1,1,2,1,0,0,3,0,1.0,1.0,0.4,1.4,6,49,3,0.12,0.12,0.24,0.12,0.24,0.11,0.05,0.17,0.11,0.17,Matches
145,Cameron Archer,eng ENG,FW,Southampton,eng Premier League,23,2001,35,13,"1,441",16.0,2,0,2,2,0,1,0,0,5.7,4.9,0.5,5.4,22,14,66,0.12,0.00,0.12,0.12,0.12,0.36,0.03,0.39,0.31,0.34,Matches
